8,7,24,7,18,15,20,12,10,10,20,32,10,8,5,14,16,21,18,21,5,0,14,0,27,23,20,16,14,11,12,30,9,0,23,39,15,8,0,0,30,8,13,11,18,7,22,18,13,32,5,12,27,8,4,11,0,11,29,6,28,9,16,18,20,42,0,10,8,3,9,12,1,36,3,25,15,0,15,11,30,9,14,21,0,7,36,1,24,15,16,17,8,20,21,8,25,1,37,11,4,0,27,16,6,12,30,9,22,1,15,11,9,22,24,7,14,13,12,4,12,15,23,17,20,10,0,28,22,6,30,6,7,29,0,5,11,23,20,12,100,10,25,24,7,34,90,10,40,60,67,33,55,45,39,61,29,71,60,40,57,43,0,11,45,28,16,21,24,25,14,16
7,9,35,0,42,0,7,3,32,0,25,20,9,10,13,12,7,12,24,12,22,6,18,5,13,19,17,23,19,4,10,6,19,21,21,20,10,19,16,3,8,24,1,31,19,8,35,6,0,9,20,19,3,34,11,3,20,20,15,23,3,15,4,3,23,11,24,13,19,7,20,33,17,16,11,2,1,34,11,3,4,37,4,8,12,9,15,26,10,6,22,0,20,10,6,8,38,18,6,22,22,13,16,21,0,18,16,11,16,14,3,20,6,0,23,24,25,3,19,6,16,6,16,29,21,7,7,15,28,6,13,13,19,17,6,0,11,24,9,33,100,23,46,12,14,4,73,27,22,78,65,35,43,57,59,41,49,51,87,13,31,9,60,9,39,21,31,22,19,21,0,37
8,7,24,7,18,15,20,12,10,10,20,32,10,8,5,14,16,21,18,21,5,0,14,0,27,23,20,16,14,11,12,30,9,0,23,39,15,8,0,0,30,8,13,11,18,7,22,18,13,32,5,12,27,8,4,11,0,11,29,6,28,9,16,18,20,42,0,10,8,3,9,12,1,36,3,25,15,0,15,11,30,9,14,21,0,7,36,1,24,15,16,17,8,20,21,8,25,1,37,11,4,0,27,16,6,12,30,9,22,1,15,11,9,22,24,7,14,13,12,4,12,15,23,17,20,10,0,28,22,6,30,6,7,29,0,5,11,23,20,12,100,10,25,24,7,34,90,10,40,60,67,33,55,45,39,61,29,71,60,40,57,43,0,11,45,28,16,21,24,25,14,16
8,7,24,7,18,15,20,12,10,10,20,32,10,8,5,14,16,21,18,21,5,0,14,0,27,23,20,16,14,11,12,30,9,0,23,39,15,8,0,0,30,8,13,11,18,7,22,18,13,32,5,12,27,8,4,11,0,11,29,6,28,9,16,18,20,42,0,10,8,3,9,12,1,36,3,25,15,0,15,11,30,9,14,21,0,7,36,1,24,15,16,17,8,20,21,8,25,1,37,11,4,0,27,16,6,12,30,9,22,1,15,11,9,22,24,7,14,13,12,4,12,15,23,17,20,10,0,28,22,6,30,6,7,29,0,5,11,23,20,12,100,10,25,24,7,34,90,10,40,60,67,33,55,45,39,61,29,71,60,40,57,43,0,11,45,28,16,21,24,25,14,16
8,7,24,7,18,15,20,12,10,10,20,32,10,8,5,14,16,21,18,21,5,0,14,0,27,23,20,16,14,11,12,30,9,0,23,39,15,8,0,0,30,8,13,11,18,7,22,18,13,32,5,12,27,8,4,11,0,11,29,6,28,9,16,18,20,42,0,10,8,3,9,12,1,36,3,25,15,0,15,11,30,9,14,21,0,7,36,1,24,15,16,17,8,20,21,8,25,1,37,11,4,0,27,16,6,12,30,9,22,1,15,11,9,22,24,7,14,13,12,4,12,15,23,17,20,10,0,28,22,6,30,6,7,29,0,5,11,23,20,12,100,10,25,24,7,34,90,10,40,60,67,33,55,45,39,61,29,71,60,40,57,43,0,11,45,28,16,21,24,25,14,16
8,7,24,7,18,15,20,12,10,10,20,32,10,8,5,14,16,21,18,21,5,0,14,0,27,23,20,16,14,11,12,30,9,0,23,39,15,8,0,0,30,8,13,11,18,7,22,18,13,32,5,12,27,8,4,11,0,11,29,6,28,9,16,18,20,42,0,10,8,3,9,12,1,36,3,25,15,0,15,11,30,9,14,21,0,7,36,1,24,15,16,17,8,20,21,8,25,1,37,11,4,0,27,16,6,12,30,9,22,1,15,11,9,22,24,7,14,13,12,4,12,15,23,17,20,10,0,28,22,6,30,6,7,29,0,5,11,23,20,12,100,10,25,24,7,34,90,10,40,60,67,33,55,45,39,61,29,71,60,40,57,43,0,11,45,28,16,21,24,25,14,16
8,7,24,7,18,15,20,12,10,10,20,32,10,8,5,14,16,21,18,21,5,0,14,0,27,23,20,16,14,11,12,30,9,0,23,39,15,8,0,0,30,8,13,11,18,7,22,18,13,32,5,12,27,8,4,11,0,11,29,6,28,9,16,18,20,42,0,10,8,3,9,12,1,36,3,25,15,0,15,11,30,9,14,21,0,7,36,1,24,15,16,17,8,20,21,8,25,1,37,11,4,0,27,16,6,12,30,9,22,1,15,11,9,22,24,7,14,13,12,4,12,15,23,17,20,10,0,28,22,6,30,6,7,29,0,5,11,23,20,12,100,10,25,24,7,34,90,10,40,60,67,33,55,45,39,61,29,71,60,40,57,43,0,11,45,28,16,21,24,25,14,16
8,7,24,7,18,15,20,12,10,10,20,32,10,8,5,14,16,21,18,21,5,0,14,0,27,23,20,16,14,11,12,30,9,0,23,39,15,8,0,0,30,8,13,11,18,7,22,18,13,32,5,12,27,8,4,11,0,11,29,6,28,9,16,18,20,42,0,10,8,3,9,12,1,36,3,25,15,0,15,11,30,9,14,21,0,7,36,1,24,15,16,17,8,20,21,8,25,1,37,11,4,0,27,16,6,12,30,9,22,1,15,11,9,22,24,7,14,13,12,4,12,15,23,17,20,10,0,28,22,6,30,6,7,29,0,5,11,23,20,12,100,10,25,24,7,34,90,10,40,60,67,33,55,45,39,61,29,71,60,40,57,43,0,11,45,28,16,21,24,25,14,16
8,7,24,7,18,15,20,12,10,10,20,32,10,8,5,14,16,21,18,21,5,0,14,0,27,23,20,16,14,11,12,30,9,0,23,39,15,8,0,0,30,8,13,11,18,7,22,18,13,32,5,12,27,8,4,11,0,11,29,6,28,9,16,18,20,42,0,10,8,3,9,12,1,36,3,25,15,0,15,11,30,9,14,21,0,7,36,1,24,15,16,17,8,20,21,8,25,1,37,11,4,0,27,16,6,12,30,9,22,1,15,11,9,22,24,7,14,13,12,4,12,15,23,17,20,10,0,28,22,6,30,6,7,29,0,5,11,23,20,12,100,10,25,24,7,34,90,10,40,60,67,33,55,45,39,61,29,71,60,40,57,43,0,11,45,28,16,21,24,25,14,16
40,12,6,3,2,7,30,23,0,11,16,14,18,18,26,12,2,17,19,22,2,24,0,22,18,8,13,15,15,0,2,18,21,21,22,2,26,17,11,33,11,0,5,15,13,25,10,21,12,11,19,16,3,3,17,30,5,17,4,21,23,11,18,20,15,9,26,10,7,13,6,19,4,28,23,10,10,6,6,26,21,29,6,6,18,22,5,21,13,2,20,6,19,12,8,16,18,21,29,12,13,9,23,11,3,8,20,18,7,20,18,9,20,10,26,13,3,13,15,20,5,23,22,11,16,3,17,23,13,17,2,24,5,2,18,10,17,15,22,17,100,33,21,10,4,32,70,30,35,65,89,11,59,41,44,56,29,71,52,48,8,42,49,9,24,38,30,9,22,14,34,21
40,12,6,3,2,7,30,23,0,11,16,14,18,18,26,12,2,17,19,22,2,24,0,22,18,8,13,15,15,0,2,18,21,21,22,2,26,17,11,33,11,0,5,15,13,25,10,21,12,11,19,16,3,3,17,30,5,17,4,21,23,11,18,20,15,9,26,10,7,13,6,19,4,28,23,10,10,6,6,26,21,29,6,6,18,22,5,21,13,2,20,6,19,12,8,16,18,21,29,12,13,9,23,11,3,8,20,18,7,20,18,9,20,10,26,13,3,13,15,20,5,23,22,11,16,3,17,23,13,17,2,24,5,2,18,10,17,15,22,17,100,33,21,10,4,32,70,30,35,65,89,11,59,41,44,56,29,71,52,48,8,42,49,9,24,38,30,9,22,14,34,21
8,7,24,7,18,15,20,12,10,10,20,32,10,8,5,14,16,21,18,21,5,0,14,0,27,23,20,16,14,11,12,30,9,0,23,39,15,8,0,0,30,8,13,11,18,7,22,18,13,32,5,12,27,8,4,11,0,11,29,6,28,9,16,18,20,42,0,10,8,3,9,12,1,36,3,25,15,0,15,11,30,9,14,21,0,7,36,1,24,15,16,17,8,20,21,8,25,1,37,11,4,0,27,16,6,12,30,9,22,1,15,11,9,22,24,7,14,13,12,4,12,15,23,17,20,10,0,28,22,6,30,6,7,29,0,5,11,23,20,12,100,10,25,24,7,34,90,10,40,60,67,33,55,45,39,61,29,71,60,40,57,43,0,11,45,28,16,21,24,25,14,16
8,7,24,7,18,15,20,12,10,10,20,32,10,8,5,14,16,21,18,21,5,0,14,0,27,23,20,16,14,11,12,30,9,0,23,39,15,8,0,0,30,8,13,11,18,7,22,18,13,32,5,12,27,8,4,11,0,11,29,6,28,9,16,18,20,42,0,10,8,3,9,12,1,36,3,25,15,0,15,11,30,9,14,21,0,7,36,1,24,15,16,17,8,20,21,8,25,1,37,11,4,0,27,16,6,12,30,9,22,1,15,11,9,22,24,7,14,13,12,4,12,15,23,17,20,10,0,28,22,6,30,6,7,29,0,5,11,23,20,12,100,10,25,24,7,34,90,10,40,60,67,33,55,45,39,61,29,71,60,40,57,43,0,11,45,28,16,21,24,25,14,16
8,7,24,7,18,15,20,12,10,10,20,32,10,8,5,14,16,21,18,21,5,0,14,0,27,23,20,16,14,11,12,30,9,0,23,39,15,8,0,0,30,8,13,11,18,7,22,18,13,32,5,12,27,8,4,11,0,11,29,6,28,9,16,18,20,42,0,10,8,3,9,12,1,36,3,25,15,0,15,11,30,9,14,21,0,7,36,1,24,15,16,17,8,20,21,8,25,1,37,11,4,0,27,16,6,12,30,9,22,1,15,11,9,22,24,7,14,13,12,4,12,15,23,17,20,10,0,28,22,6,30,6,7,29,0,5,11,23,20,12,100,10,25,24,7,34,90,10,40,60,67,33,55,45,39,61,29,71,60,40,57,43,0,11,45,28,16,21,24,25,14,16
8,7,24,7,18,15,20,12,10,10,20,32,10,8,5,14,16,21,18,21,5,0,14,0,27,23,20,16,14,11,12,30,9,0,23,39,15,8,0,0,30,8,13,11,18,7,22,18,13,32,5,12,27,8,4,11,0,11,29,6,28,9,16,18,20,42,0,10,8,3,9,12,1,36,3,25,15,0,15,11,30,9,14,21,0,7,36,1,24,15,16,17,8,20,21,8,25,1,37,11,4,0,27,16,6,12,30,9,22,1,15,11,9,22,24,7,14,13,12,4,12,15,23,17,20,10,0,28,22,6,30,6,7,29,0,5,11,23,20,12,100,10,25,24,7,34,90,10,40,60,67,33,55,45,39,61,29,71,60,40,57,43,0,11,45,28,16,21,24,25,14,16
40,12,6,3,2,7,30,23,0,11,16,14,18,18,26,12,2,17,19,22,2,24,0,22,18,8,13,15,15,0,2,18,21,21,22,2,26,17,11,33,11,0,5,15,13,25,10,21,12,11,19,16,3,3,17,30,5,17,4,21,23,11,18,20,15,9,26,10,7,13,6,19,4,28,23,10,10,6,6,26,21,29,6,6,18,22,5,21,13,2,20,6,19,12,8,16,18,21,29,12,13,9,23,11,3,8,20,18,7,20,18,9,20,10,26,13,3,13,15,20,5,23,22,11,16,3,17,23,13,17,2,24,5,2,18,10,17,15,22,17,100,33,21,10,4,32,70,30,35,65,89,11,59,41,44,56,29,71,52,48,8,42,49,9,24,38,30,9,22,14,34,21
7,9,35,0,42,0,7,3,32,0,25,20,9,10,13,12,7,12,24,12,22,6,18,5,13,19,17,23,19,4,10,6,19,21,21,20,10,19,16,3,8,24,1,31,19,8,35,6,0,9,20,19,3,34,11,3,20,20,15,23,3,15,4,3,23,11,24,13,19,7,20,33,17,16,11,2,1,34,11,3,4,37,4,8,12,9,15,26,10,6,22,0,20,10,6,8,38,18,6,22,22,13,16,21,0,18,16,11,16,14,3,20,6,0,23,24,25,3,19,6,16,6,16,29,21,7,7,15,28,6,13,13,19,17,6,0,11,24,9,33,100,23,46,12,14,4,73,27,22,78,65,35,43,57,59,41,49,51,87,13,31,9,60,9,39,21,31,22,19,21,0,37
40,12,6,3,2,7,30,23,0,11,16,14,18,18,26,12,2,17,19,22,2,24,0,22,18,8,13,15,15,0,2,18,21,21,22,2,26,17,11,33,11,0,5,15,13,25,10,21,12,11,19,16,3,3,17,30,5,17,4,21,23,11,18,20,15,9,26,10,7,13,6,19,4,28,23,10,10,6,6,26,21,29,6,6,18,22,5,21,13,2,20,6,19,12,8,16,18,21,29,12,13,9,23,11,3,8,20,18,7,20,18,9,20,10,26,13,3,13,15,20,5,23,22,11,16,3,17,23,13,17,2,24,5,2,18,10,17,15,22,17,100,33,21,10,4,32,70,30,35,65,89,11,59,41,44,56,29,71,52,48,8,42,49,9,24,38,30,9,22,14,34,21
8,7,24,7,18,15,20,12,10,10,20,32,10,8,5,14,16,21,18,21,5,0,14,0,27,23,20,16,14,11,12,30,9,0,23,39,15,8,0,0,30,8,13,11,18,7,22,18,13,32,5,12,27,8,4,11,0,11,29,6,28,9,16,18,20,42,0,10,8,3,9,12,1,36,3,25,15,0,15,11,30,9,14,21,0,7,36,1,24,15,16,17,8,20,21,8,25,1,37,11,4,0,27,16,6,12,30,9,22,1,15,11,9,22,24,7,14,13,12,4,12,15,23,17,20,10,0,28,22,6,30,6,7,29,0,5,11,23,20,12,100,10,25,24,7,34,90,10,40,60,67,33,55,45,39,61,29,71,60,40,57,43,0,11,45,28,16,21,24,25,14,16
40,12,6,3,2,7,30,23,0,11,16,14,18,18,26,12,2,17,19,22,2,24,0,22,18,8,13,15,15,0,2,18,21,21,22,2,26,17,11,33,11,0,5,15,13,25,10,21,12,11,19,16,3,3,17,30,5,17,4,21,23,11,18,20,15,9,26,10,7,13,6,19,4,28,23,10,10,6,6,26,21,29,6,6,18,22,5,21,13,2,20,6,19,12,8,16,18,21,29,12,13,9,23,11,3,8,20,18,7,20,18,9,20,10,26,13,3,13,15,20,5,23,22,11,16,3,17,23,13,17,2,24,5,2,18,10,17,15,22,17,100,33,21,10,4,32,70,30,35,65,89,11,59,41,44,56,29,71,52,48,8,42,49,9,24,38,30,9,22,14,34,21
8,7,24,7,18,15,20,12,10,10,20,32,10,8,5,14,16,21,18,21,5,0,14,0,27,23,20,16,14,11,12,30,9,0,23,39,15,8,0,0,30,8,13,11,18,7,22,18,13,32,5,12,27,8,4,11,0,11,29,6,28,9,16,18,20,42,0,10,8,3,9,12,1,36,3,25,15,0,15,11,30,9,14,21,0,7,36,1,24,15,16,17,8,20,21,8,25,1,37,11,4,0,27,16,6,12,30,9,22,1,15,11,9,22,24,7,14,13,12,4,12,15,23,17,20,10,0,28,22,6,30,6,7,29,0,5,11,23,20,12,100,10,25,24,7,34,90,10,40,60,67,33,55,45,39,61,29,71,60,40,57,43,0,11,45,28,16,21,24,25,14,16
8,7,24,7,18,15,20,12,10,10,20,32,10,8,5,14,16,21,18,21,5,0,14,0,27,23,20,16,14,11,12,30,9,0,23,39,15,8,0,0,30,8,13,11,18,7,22,18,13,32,5,12,27,8,4,11,0,11,29,6,28,9,16,18,20,42,0,10,8,3,9,12,1,36,3,25,15,0,15,11,30,9,14,21,0,7,36,1,24,15,16,17,8,20,21,8,25,1,37,11,4,0,27,16,6,12,30,9,22,1,15,11,9,22,24,7,14,13,12,4,12,15,23,17,20,10,0,28,22,6,30,6,7,29,0,5,11,23,20,12,100,10,25,24,7,34,90,10,40,60,67,33,55,45,39,61,29,71,60,40,57,43,0,11,45,28,16,21,24,25,14,16
8,7,24,7,18,15,20,12,10,10,20,32,10,8,5,14,16,21,18,21,5,0,14,0,27,23,20,16,14,11,12,30,9,0,23,39,15,8,0,0,30,8,13,11,18,7,22,18,13,32,5,12,27,8,4,11,0,11,29,6,28,9,16,18,20,42,0,10,8,3,9,12,1,36,3,25,15,0,15,11,30,9,14,21,0,7,36,1,24,15,16,17,8,20,21,8,25,1,37,11,4,0,27,16,6,12,30,9,22,1,15,11,9,22,24,7,14,13,12,4,12,15,23,17,20,10,0,28,22,6,30,6,7,29,0,5,11,23,20,12,100,10,25,24,7,34,90,10,40,60,67,33,55,45,39,61,29,71,60,40,57,43,0,11,45,28,16,21,24,25,14,16
8,7,24,7,18,15,20,12,10,10,20,32,10,8,5,14,16,21,18,21,5,0,14,0,27,23,20,16,14,11,12,30,9,0,23,39,15,8,0,0,30,8,13,11,18,7,22,18,13,32,5,12,27,8,4,11,0,11,29,6,28,9,16,18,20,42,0,10,8,3,9,12,1,36,3,25,15,0,15,11,30,9,14,21,0,7,36,1,24,15,16,17,8,20,21,8,25,1,37,11,4,0,27,16,6,12,30,9,22,1,15,11,9,22,24,7,14,13,12,4,12,15,23,17,20,10,0,28,22,6,30,6,7,29,0,5,11,23,20,12,100,10,25,24,7,34,90,10,40,60,67,33,55,45,39,61,29,71,60,40,57,43,0,11,45,28,16,21,24,25,14,16
8,7,24,7,18,15,20,12,10,10,20,32,10,8,5,14,16,21,18,21,5,0,14,0,27,23,20,16,14,11,12,30,9,0,23,39,15,8,0,0,30,8,13,11,18,7,22,18,13,32,5,12,27,8,4,11,0,11,29,6,28,9,16,18,20,42,0,10,8,3,9,12,1,36,3,25,15,0,15,11,30,9,14,21,0,7,36,1,24,15,16,17,8,20,21,8,25,1,37,11,4,0,27,16,6,12,30,9,22,1,15,11,9,22,24,7,14,13,12,4,12,15,23,17,20,10,0,28,22,6,30,6,7,29,0,5,11,23,20,12,100,10,25,24,7,34,90,10,40,60,67,33,55,45,39,61,29,71,60,40,57,43,0,11,45,28,16,21,24,25,14,16
8,7,24,7,18,15,20,12,10,10,20,32,10,8,5,14,16,21,18,21,5,0,14,0,27,23,20,16,14,11,12,30,9,0,23,39,15,8,0,0,30,8,13,11,18,7,22,18,13,32,5,12,27,8,4,11,0,11,29,6,28,9,16,18,20,42,0,10,8,3,9,12,1,36,3,25,15,0,15,11,30,9,14,21,0,7,36,1,24,15,16,17,8,20,21,8,25,1,37,11,4,0,27,16,6,12,30,9,22,1,15,11,9,22,24,7,14,13,12,4,12,15,23,17,20,10,0,28,22,6,30,6,7,29,0,5,11,23,20,12,100,10,25,24,7,34,90,10,40,60,67,33,55,45,39,61,29,71,60,40,57,43,0,11,45,28,16,21,24,25,14,16
8,7,24,7,18,15,20,12,10,10,20,32,10,8,5,14,16,21,18,21,5,0,14,0,27,23,20,16,14,11,12,30,9,0,23,39,15,8,0,0,30,8,13,11,18,7,22,18,13,32,5,12,27,8,4,11,0,11,29,6,28,9,16,18,20,42,0,10,8,3,9,12,1,36,3,25,15,0,15,11,30,9,14,21,0,7,36,1,24,15,16,17,8,20,21,8,25,1,37,11,4,0,27,16,6,12,30,9,22,1,15,11,9,22,24,7,14,13,12,4,12,15,23,17,20,10,0,28,22,6,30,6,7,29,0,5,11,23,20,12,100,10,25,24,7,34,90,10,40,60,67,33,55,45,39,61,29,71,60,40,57,43,0,11,45,28,16,21,24,25,14,16
8,7,24,7,18,15,20,12,10,10,20,32,10,8,5,14,16,21,18,21,5,0,14,0,27,23,20,16,14,11,12,30,9,0,23,39,15,8,0,0,30,8,13,11,18,7,22,18,13,32,5,12,27,8,4,11,0,11,29,6,28,9,16,18,20,42,0,10,8,3,9,12,1,36,3,25,15,0,15,11,30,9,14,21,0,7,36,1,24,15,16,17,8,20,21,8,25,1,37,11,4,0,27,16,6,12,30,9,22,1,15,11,9,22,24,7,14,13,12,4,12,15,23,17,20,10,0,28,22,6,30,6,7,29,0,5,11,23,20,12,100,10,25,24,7,34,90,10,40,60,67,33,55,45,39,61,29,71,60,40,57,43,0,11,45,28,16,21,24,25,14,16
7,9,35,0,42,0,7,3,32,0,25,20,9,10,13,12,7,12,24,12,22,6,18,5,13,19,17,23,19,4,10,6,19,21,21,20,10,19,16,3,8,24,1,31,19,8,35,6,0,9,20,19,3,34,11,3,20,20,15,23,3,15,4,3,23,11,24,13,19,7,20,33,17,16,11,2,1,34,11,3,4,37,4,8,12,9,15,26,10,6,22,0,20,10,6,8,38,18,6,22,22,13,16,21,0,18,16,11,16,14,3,20,6,0,23,24,25,3,19,6,16,6,16,29,21,7,7,15,28,6,13,13,19,17,6,0,11,24,9,33,100,23,46,12,14,4,73,27,22,78,65,35,43,57,59,41,49,51,87,13,31,9,60,9,39,21,31,22,19,21,0,37
40,12,6,3,2,7,30,23,0,11,16,14,18,18,26,12,2,17,19,22,2,24,0,22,18,8,13,15,15,0,2,18,21,21,22,2,26,17,11,33,11,0,5,15,13,25,10,21,12,11,19,16,3,3,17,30,5,17,4,21,23,11,18,20,15,9,26,10,7,13,6,19,4,28,23,10,10,6,6,26,21,29,6,6,18,22,5,21,13,2,20,6,19,12,8,16,18,21,29,12,13,9,23,11,3,8,20,18,7,20,18,9,20,10,26,13,3,13,15,20,5,23,22,11,16,3,17,23,13,17,2,24,5,2,18,10,17,15,22,17,100,33,21,10,4,32,70,30,35,65,89,11,59,41,44,56,29,71,52,48,8,42,49,9,24,38,30,9,22,14,34,21
